s1003,Movie,Blue Streak,Les Mayfield,^Martin Lawrence, Luke Wilson, Peter Greene, Dave Chappelle, Nicole Ari Parker, Graham Beckel, Robert Miranda, Olek Krupa, Saverio Guerra, Richard C. Sarafian, William Forsythe^,^Germany, United States^,^January 1, 2021^,1999,PG-13,94 min,^Action & Adventure, Comedies^,A jewel thief returns to his hiding place after a stint in jail — only to find that his diamond is buried under a newly constructed police station.
s1004,Movie,Blue Valentine,Derek Cianfrance,^Ryan Gosling, Michelle Williams, Faith Wladyka, John Doman, Mike Vogel, Ben Shenkman, Jen Jones, Maryann Plunkett, Marshall Johnson, James Benatti, Barbara Troy, Carey Westbrook, Enid Graham^,United States,^July 5, 2018^,2010,R,112 min,^Dramas, Independent Movies, Romantic Movies^,^As Cindy and Dean muddle through their languishing marriage, they hearken back to the golden days when life was filled with possibility and romance.^
s1,TV Show,3%,,^João Miguel, Bianca Comparato, Michel Gomes, Rodolfo Valente, Vaneza Oliveira, Rafael Lozano, Viviane Porto, Mel Fronckowiak, Sergio Mamberti, Zezé Motta, Celso Frateschi^,Brazil,^August 14, 2020^,2020,TV-MA,4 Seasons,^International TV Shows, TV Dramas, TV Sci-Fi & Fantasy^,^In a future where the elite inhabit an island paradise far from the crowded slums, you get one chance to join the 3% saved from squalor.^
