;s1002;Movie;Blue Ruin;Jeremy Saulnier;^Macon Blair, Devin Ratray, Amy Hargreaves, Kevin Kolack, Eve Plumb, David W. Thompson, Brent Werzner, Stacy Rock, Sidné Anderson, Sandy Barnett, Bonnie Johnson^;^United States, France^;^February 25, 2019^;2013;R;90 min;^Independent Movies, Thrillers^;^Bad news from the past unhinges vagabond Dwight Evans, sending him on a mission of bloody retribution that takes him to his childhood hometown.^
s1003;Movie;Blue Streak;Les Mayfield;^Martin Lawrence, Luke Wilson, Peter Greene, Dave Chappelle, Nicole Ari Parker, Graham Beckel, Robert Miranda, Olek Krupa, Saverio Guerra, Richard C. Sarafian, William Forsythe^;^Germany, United States^;^January 1, 2021^;1999;PG-13;94 min;^Action & Adventure, Comedies^;A jewel thief returns to his hiding place after a stint in jail — only to find that his diamond is buried under a newly constructed police station.
s1009;Movie;Bo Burnham: Make Happy;^Bo Burnham, Christopher Storer^;Bo Burnham;United States;^June 3, 2016^;2016;TV-MA;60 min;^Music & Musicals, Stand-Up Comedy^;^Combining his trademark wit and self-deprecating humor with original music, Bo Burnham offers up his unique twist on life in this stand-up special.^
s1015MovieBobbi JeneElvira LindBobbi Jene Smith^Denmark, Sweden, Israel, United States^^June 1, 2018^2017TV-MA99 minDocumentariesThis candid profile follows dancer Bobbi Jene Smith as she leaves the company of Israeli choreographer Ohad Naharin to forge her own artistic path.
s1016MovieBobbleheads The MovieKirk Wise^Jennifer Coolidge, Karen Fukuhara, Khary Payton, Julian Sands, Brenda Song, Luke Wilson, Cher^United States^December 8, 2020^2020PG83 min^Children & Family Movies, Comedies^A team of bobbleheads band together to defend their collector’s home when uninvited relatives barge in looking to steal from his prized collection.
