:
s100Movie3 HeroinesIman Brotoseno^Reza Rahadian, Bunga Citra Lestari, Tara Basro, Chelsea Islan^Indonesia^January 5, 2019^2016TV-PG124 min^Dramas, International Movies, Sports Movies^Three Indonesian women break records by becoming the first of their nation to medal in archery at the Seoul Olympics in the summer of 1988.
